Last_Update,Test_numbers,Confirmed,Deaths,Recovered,Intubated,DailyConfirmed,DailyDeaths,DailyRecovered,DailyIntubated,General DailyIntubated,Total Death/Recovered,Total Confirmed/Recovered,Daily Death/Recovered,Daily Confirmed/Recovered,Daily Intubated/Recovered,Daily Death/Intubated,Daily Confirmed/Test
2020-07-02,49714,202284,5167,176965,372,1186,17,1543,10,10,0.029197863984403695,1.1430734891080157,0.01101749837977965,0.7686325340246274,0.0064808813998703824,1.7,0.023856458945166352
2020-07-03,52141,203456,5186,178278,374,1172,19,1313,2,2,0.029089399701589653,1.1412288672747057,0.014470677837014471,0.8926123381568926,0.0015232292460015233,9.5,0.022477512897719643
2020-07-04,48248,204610,5206,179492,378,1154,20,1214,4,4,0.029004078176186124,1.1399393844851025,0.016474464579901153,0.9505766062602965,0.0032948929159802307,5.0,0.023918089869010114
2020-07-05,46414,205758,5225,180680,392,1148,19,1188,14,14,0.02891852999778614,1.1387978746955945,0.015993265993265993,0.9663299663299664,0.011784511784511785,1.3571428571428572,0.02473391649071401
2020-07-06,52193,206844,5241,182995,395,1086,16,2315,3,3,0.028640126779420204,1.1303259651903057,0.006911447084233261,0.4691144708423326,0.0012958963282937365,5.333333333333333,0.020807387963903204
2020-07-07,50545,207897,5260,185292,400,1053,19,2297,5,5,0.028387626017313213,1.1219966323424648,0.00827165868524162,0.4584240313452329,0.0021767522855899,3.8,0.020832921159362944
2020-07-08,49302,208938,5282,187511,406,1041,22,2219,6,6,0.028169014084507043,1.1142706294564053,0.009914375844975214,0.46913023884632715,0.0027039206849932404,3.6666666666666665,0.0211147620786175
2020-07-09,50103,209962,5300,190390,399,1024,18,2879,0,-7,0.02783759651242187,1.1027995167813436,0.006252170892671066,0.35567905522750953,0.0,0.0,0.020437897930263658
2020-07-10,48787,210965,5323,191883,402,1003,23,1493,3,3,0.02774086292167623,1.099446016583022,0.015405224380442064,0.6718017414601474,0.0020093770931011385,7.666666666666667,0.02055875540615328
2020-07-11,48813,211981,5344,193217,401,1016,21,1334,0,-1,0.02765802180967513,1.0971136080158579,0.015742128935532233,0.7616191904047976,0.0,0.0,0.020814127384098498
2020-07-12,45232,212993,5363,194515,409,1012,19,1298,8,8,0.027571138472611365,1.09499524458268,0.014637904468412942,0.7796610169491526,0.0061633281972265025,2.375,0.02237354085603113
2020-07-13,46492,214001,5382,195671,402,1008,19,1156,0,-7,0.027505353373775368,1.0936776527947423,0.01643598615916955,0.8719723183391004,0.0,0.0,0.021681149445065818
2020-07-14,43231,214993,5402,196720,396,992,20,1049,0,-6,0.027460349735664906,1.0928883692557951,0.019065776930409915,0.9456625357483317,0.0,0.0,0.0229464967268858
2020-07-15,42320,215940,5419,197733,401,947,17,1013,5,5,0.02740564296298544,1.092078712202819,0.01678183613030602,0.9348469891411648,0.004935834155972359,3.4,0.022377126654064272
2020-07-16,42411,216873,5440,198820,394,933,21,1087,0,-7,0.027361432451463635,1.0908007242732118,0.019319227230910764,0.858325666973321,0.0,0.0,0.021999009690882084
2020-07-17,41215,217799,5458,199834,402,926,18,1014,8,8,0.02731266951569803,1.089899616681846,0.01775147928994083,0.9132149901380671,0.007889546351084813,2.25,0.022467548222734442
2020-07-18,40943,218717,5475,201013,394,918,17,1179,0,-8,0.02723704437026461,1.0880739056677926,0.01441899915182358,0.7786259541984732,0.0,0.0,0.02242141513811885
2020-07-19,41310,219641,5491,202010,398,924,16,997,4,4,0.027181822682045442,1.0872778575318054,0.0160481444332999,0.9267803410230692,0.004012036108324975,4.0,0.022367465504720407
2020-07-20,43404,220572,5508,203002,385,931,17,992,0,-13,0.02713273760849647,1.086550871419986,0.017137096774193547,0.938508064516129,0.0,0.0,0.021449635978250853
2020-07-21,42846,221500,5526,204011,379,928,18,1009,0,-6,0.027086774732735,1.0857257696888893,0.017839444995044598,0.9197224975222993,0.0,0.0,0.021658964664146012
2020-07-22,43404,222402,5545,205214,381,902,19,1203,2,2,0.02702057364507295,1.0837564688569006,0.015793848711554447,0.7497921862011637,0.0016625103906899418,9.5,0.020781494793106627
2020-07-23,43343,223315,5563,206365,378,913,18,1151,0,-3,0.026957090591912387,1.0821360211276136,0.015638575152041704,0.7932232841007819,0.0,0.0,0.021064531758300073
2020-07-24,42986,224252,5580,207374,379,937,17,1009,1,1,0.02690790552335394,1.0813891809002092,0.01684836471754212,0.9286422200198216,0.0009910802775024777,17.0,0.02179779463081003
2020-07-25,43312,225173,5596,208477,386,921,16,1103,7,7,0.02684228955712141,1.080085572988867,0.014505893019038985,0.8349954669084315,0.006346328195829556,2.2857142857142856,0.021264314739564093
2020-07-26,40016,226100,5613,209487,387,927,17,1010,1,1,0.026794025404917727,1.0793032503210223,0.016831683168316833,0.9178217821782179,0.0009900990099009901,17.0,0.023165733706517394
2020-07-27,45283,227019,5630,210469,392,919,17,982,5,5,0.026749782628320562,1.078633908081475,0.017311608961303463,0.9358452138492872,0.0050916496945010185,3.4,0.020294591789413247
2020-07-28,47412,227982,5645,211561,403,963,15,1092,11,11,0.026682611634469493,1.0776182755800927,0.013736263736263736,0.8818681318681318,0.010073260073260074,1.3636363636363635,0.020311313591495826
2020-07-29,45712,228924,5659,212557,542,942,14,996,139,139,0.02662344688718791,1.0770005222128654,0.014056224899598393,0.9457831325301205,0.1395582329317269,0.10071942446043165,0.0206072803640182
2020-07-30,43236,229891,5674,213539,561,967,15,982,19,19,0.02657125864596163,1.0765761757805365,0.015274949083503055,0.984725050916497,0.019348268839103868,0.7894736842105263,0.02236562124155796
2020-07-31,46492,230873,5691,214535,582,982,17,996,21,21,0.026527140093691007,1.0761554058778289,0.01706827309236948,0.9859437751004017,0.02108433734939759,0.8095238095238095,0.021121913447474834
2020-08-01,44846,231869,5710,215516,586,996,19,981,4,4,0.026494552608623025,1.0758783570593367,0.019367991845056064,1.0152905198776758,0.004077471967380225,4.75,0.02220933862551844
2020-08-02,40247,232856,5728,216494,582,987,18,978,0,-4,0.026458008074126765,1.0755771522536421,0.018404907975460124,1.00920245398773,0.0,0.0,0.024523566973935946
2020-08-03,41301,233851,5747,217497,580,995,19,1003,0,-2,0.026423352965788034,1.0751918417265525,0.018943170488534396,0.9920239282153539,0.0,0.0,0.024091426357715308
2020-08-04,46249,234934,5765,218491,583,1083,18,994,3,3,0.026385526177279614,1.0752571044116233,0.018108651911468814,1.0895372233400402,0.0030181086519114686,6.0,0.023416722523730244
2020-08-05,53842,236112,5784,219506,582,1178,19,1015,0,-1,0.026350076991061747,1.0756516906143796,0.0187192118226601,1.1605911330049261,0.0,0.0,0.02187883065265035
2020-08-06,54494,237265,5798,220546,580,1153,14,1040,0,-2,0.026289300191343304,1.0758073145738305,0.013461538461538462,1.1086538461538462,0.0,0.0,0.021158292656072226
2020-08-07,56726,238450,5813,221574,586,1185,15,1028,6,6,0.026235027575437553,1.0761641708864758,0.014591439688715954,1.1527237354085602,0.005836575875486381,2.5,0.02088989176039206
2020-08-08,63842,239622,5829,222656,587,1172,16,1082,1,1,0.026179397815464214,1.0761982609945386,0.014787430683918669,1.0831792975970425,0.0009242144177449168,16.0,0.01835782087027349
2020-08-09,61446,240804,5844,223759,596,1182,15,1103,9,9,0.026117385222493843,1.0761757068989404,0.013599274705349048,1.071622846781505,0.008159564823209429,1.6666666666666667,0.019236402695049313
2020-08-10,62219,241997,5858,224970,603,1193,14,1211,7,7,0.026039027425879005,1.0756856469751523,0.011560693641618497,0.9851362510322048,0.005780346820809248,2.0,0.01917420723573185
2020-08-11,61716,243180,5873,226155,617,1183,15,1185,14,14,0.025968915124582697,1.0752802281621012,0.012658227848101266,0.9983122362869198,0.01181434599156118,1.0714285714285714,0.019168449024564133
2020-08-12,67237,244392,5891,227089,632,1212,18,934,15,15,0.025941371004319893,1.0761947958729836,0.019271948608137045,1.297644539614561,0.016059957173447537,1.2,0.018025789371923197
